USERID,Recency,Frequency,Monetary
93865,10,112,149513
93866,8,89,95096
93867,2,109,125900
93868,5,86,94374
93869,14,125,139062
93870,20,100,103930
93871,10,105,134885
93872,16,94,144818
93873,9,104,131304
93874,0,110,149443
93875,7,111,158857
93876,2,120,172332
93877,1,124,164497
93878,2,101,153336
93879,5,108,144533
93880,5,85,106139
93881,1,108,129597
93882,28,104,131029
93883,1,117,136035
93884,18,97,126043
93885,23,113,150882
93886,1,97,138565
93887,9,107,124036
93888,11,97,128396
93889,22,104,119328
93890,8,100,145979
93891,6,112,143255
93892,4,94,123827
93893,6,108,119734
93894,17,107,119212
93895,8,114,150456
93896,10,117,148228
93897,2,115,172837
93898,14,101,102174
93899,1,102,146379
93900,7,89,120072
93901,26,110,132585
93902,19,92,112268
93903,22,104,119713
93904,5,120,149875
93905,22,101,120162
93906,26,86,127778
93907,11,105,125305
93908,49,92,132116
93909,13,108,125399
93910,0,112,112067
93911,5,92,104388
93912,19,112,143053
93913,4,103,131537
93914,2,95,117788
93915,2,97,125804
93916,5,108,135240
93917,20,95,127460
93918,10,97,131319
93919,8,111,155973
93920,7,99,118749
93921,2,99,143514
93922,5,86,100452
93923,37,106,129740
93924,0,104,123136
93925,1,89,115303
93926,8,103,189287
93927,6,92,117564
93928,31,98,136421
93929,7,108,158175
93930,3,95,127996
93931,38,89,107138
93932,12,116,155255
93933,19,97,122131
93934,35,108,137624
93935,0,102,135063
93936,2,96,116065
93937,18,109,154931
93938,24,86,95379
93939,3,105,142767
93940,3,98,123540
93941,7,93,132713
93942,2,110,150982
93943,7,108,140387
93944,18,101,106062
93945,17,100,123782
93946,10,115,136531
93947,0,130,201800
93948,3,132,218689
93949,9,114,147567
93950,5,103,111488
93951,8,116,138146
93952,2,105,124137
93953,14,114,151257
93954,1,99,128814
93955,15,98,122606
93956,18,90,112960
93957,32,107,154102
93958,12,96,116507
93959,3,111,141428
93960,8,105,118447
93961,1,89,94495
93962,6,111,152708
93963,3,100,121143
93964,5,113,155640
93965,25,96,149143
93966,4,95,97822
93967,2,104,130170
93968,24,89,116302
93969,4,121,163229
93970,3,106,136709
93971,1,93,120832
93972,5,107,138534
93973,7,94,118701
93974,3,89,113989
93975,8,128,154138
93976,1,118,154946
93977,5,98,117291
93978,0,105,115825
93979,26,119,128383
93980,2,110,177873
93981,6,99,127248
93982,10,95,105900
93983,7,108,123462
93984,13,103,152719
93985,6,116,126431
93986,0,88,91215
93987,30,116,155483
93988,7,89,102882
93989,12,93,94668
93990,19,96,110334
93991,13,92,99564
93992,20,95,106241
93993,22,105,132988
93994,7,101,138182
93995,2,105,128559
93996,0,101,139131
93997,13,100,124034
93998,5,119,144621
93999,0,96,132077
94000,23,90,122790
94001,13,107,136040
94002,5,98,118642
94003,1,109,130939
94004,10,101,149602
94005,36,81,106585
94006,21,93,97650
94007,9,103,128734
94008,2,94,133298
94009,34,100,116200
94010,3,98,137463
94011,3,103,143530
94012,1,98,127411
94013,1,106,120195
94014,2,107,129832
94015,0,105,127080
94016,6,102,138827
94017,3,96,125134
94018,17,83,117936
94019,1,133,184591
94020,7,103,124088
94021,1,100,139865
94022,8,100,126758
94023,4,102,121095
94024,6,109,139194
94025,14,105,134747
94026,7,92,118570
94027,6,107,145425
94028,8,96,110112
94029,1,122,148937
94030,7,102,113267
94031,5,120,145968
94032,5,104,125738
94033,0,99,119071
94034,2,99,119645
94035,5,115,163763
94036,2,95,115717
94037,39,108,137333
94038,12,89,114648
94039,0,99,125031
94040,1,116,142015
94041,8,98,134513
94042,13,103,141106
94043,12,103,143226
94044,12,107,136508
94045,4,101,113346
94046,2,91,106321
94047,13,113,154802
94048,4,84,108734
94049,11,119,140918
94050,25,109,143874
94051,9,106,140357
94052,10,104,150871
94053,9,95,126659
94054,4,93,127906
94055,10,121,162827
94056,19,123,144091
94057,15,99,124930
94058,4,103,119301
94059,22,96,98388
94060,20,110,142072
94061,4,105,164636
94062,10,93,120135
94063,0,123,166181
94064,15,108,124187
94065,10,107,130674
94066,24,104,117917
94067,11,116,135154
94068,1,120,145576
94069,20,104,119247
94070,17,106,137881
94071,3,104,103573
94072,4,95,143055
94073,5,107,132803
94074,1,92,117463
94075,15,92,113922
94076,4,107,133760
94077,0,126,157825
94078,3,98,119301
94079,10,113,181650
94080,12,87,133597
94081,5,112,125595
94082,7,111,137811
94083,18,88,114628
94084,5,111,138941
94085,11,88,110725
94086,1,81,102529
94087,7,99,108835
94088,18,87,111604
94089,1,96,114418
94090,5,100,118654
94091,9,124,183574
94092,59,82,108289
94093,10,87,102148
94094,2,110,152968
94095,20,99,123176
94096,13,102,122637
94097,2,110,131491
94098,3,127,154787
94099,29,113,123063
94100,0,118,153675
94101,12,106,148632
94102,3,99,128474
94103,15,111,137196
94104,4,120,161214
94105,1,85,120504
94106,13,95,103047
94107,15,107,137971
94108,36,106,169874
94109,7,94,111553
94110,4,92,134006
94111,8,101,138691
94112,2,122,155053
94113,5,101,129234
94114,0,95,117827
94115,0,117,135020
94116,2,111,142620
94117,1,109,128671
94118,8,93,131221
94119,23,93,120336
94120,21,113,176873
94121,0,92,119191
94122,2,101,116351
94123,8,105,134946
94124,12,98,136505
94125,22,92,135819
94126,5,92,119746
94127,1,97,106809
94128,14,102,136215
94129,0,109,123562
94130,3,111,127983
94131,18,102,104996
94132,4,111,167408
94133,0,93,104714
94134,5,114,171652
94135,6,121,165643
94136,5,87,125266
94137,17,99,150768
94138,0,94,111408
94139,9,87,104278
94140,1,100,119889
94141,14,121,140749
94142,7,99,129739
94143,5,94,115220
94144,21,106,108218
94145,38,98,155831
94146,0,108,130600
94147,8,102,125832
94148,9,96,109212
94149,23,119,160222
94150,7,103,138320
94151,22,85,102891
94152,13,104,138670
94153,4,110,152199
94154,1,123,153215
94155,4,102,109164
94156,3,100,113535
94157,13,94,125858
94158,0,102,133501
94159,36,88,101105
94160,6,112,156375
94161,18,91,119875
94162,11,102,137114
94163,22,100,142699
94164,1,83,108112
94165,24,89,90883
94166,6,101,110864
94167,59,97,125137
94168,6,126,165223
94169,7,96,123742
94170,7,93,123470
94171,11,112,140836
94172,13,98,113867
94173,0,101,132801
94174,4,97,113958
94175,5,100,113819
94176,0,91,102878
94177,1,102,136204
94178,7,105,123486
94179,5,98,124250
94180,35,96,128303
94181,2,89,105669
94182,5,108,136308
94183,1,97,110892
94184,1,109,167699
94185,20,93,102628
94186,30,104,143061
94187,10,99,122726
94188,4,96,117906
94189,2,95,130698
94190,21,93,105932
94191,10,98,121980
94192,14,132,152624
94193,10,94,116724
94194,14,109,126797
94195,1,110,124925
94196,15,97,123238
94197,9,106,110153
94198,0,119,149227
94199,8,104,135177
94200,2,109,148336
94201,16,108,129835
94202,3,104,126115
94203,2,103,130161
94204,20,105,138406
94205,2,97,124178
94206,4,96,122563
94207,8,112,128401
94208,4,103,128080
94209,48,102,133340
94210,4,116,140822
94211,8,90,104315
94212,8,99,136483
94213,5,112,153026
94214,0,129,176108
94215,25,115,134219
94216,10,117,151167
94217,6,123,144273
94218,16,99,108155
94219,26,96,122447
94220,7,100,123961
94221,5,107,125853
94222,17,99,135832
94223,9,104,127369
94224,2,118,160447
94225,1,91,109296
94226,23,98,118835
94227,0,105,137885
94228,3,88,114634
94229,0,115,158060
94230,11,103,122028
94231,3,109,127647
94232,30,100,129913
94233,12,84,103719
94234,11,117,157156
94235,13,104,137506
94236,1,97,144680
94237,2,119,165159
94238,29,93,124213
94239,1,110,134344
94240,3,94,109887
94241,5,105,151244
94242,16,100,141103
94243,3,97,106074
94244,2,101,124882
94245,8,83,108500
94246,7,97,129055
94247,2,118,177019
94248,1,86,97477
94249,0,102,147006
94250,0,100,150540
94251,34,97,118823
94252,1,115,132289
94253,4,101,127855
94254,1,102,110764
94255,1,89,120367
94256,4,102,111367
94257,0,106,144775
94258,5,104,120635
94259,1,105,136065
94260,0,104,152581
94261,17,108,147855
94262,32,120,153941
94263,12,102,125385
94264,16,113,136812
94265,4,96,107067
94266,3,108,143854
94267,3,104,121048
94268,25,102,124471
94269,9,97,133673
94270,14,89,114366
94271,20,117,139825
94272,5,108,120633
94273,3,96,121647
94274,1,88,107669
94275,2,103,135214
94276,5,94,108609
94277,26,99,127854
94278,4,98,108563
94279,11,115,146527
94280,6,103,112421
94281,6,91,108084
94282,11,88,121075
94283,6,113,134088
94284,0,97,129503
94285,2,89,121905
94286,19,101,127634
94287,48,94,118589
94288,7,101,106261
94289,5,110,128181
94290,17,98,125036
94291,4,95,113349
94292,2,98,121270
94293,7,112,122672
94294,1,112,159873
94295,1,97,113564
94296,1,100,140309
94297,3,101,133673
94298,9,93,124193
94299,23,128,153812
94300,13,117,159139
94301,2,114,135771
94302,2,111,138443
94303,10,96,99847
94304,3,99,132204
94305,8,111,141128
94306,1,111,133029
94307,7,125,158042
94308,1,114,134587
94309,3,114,138646
94310,25,102,119425
94311,6,121,160702
94312,4,142,163089
94313,2,124,170525
94314,1,101,125803
94315,14,111,147192
94316,6,99,117530
94317,12,117,151226
94318,1,108,146590
94319,5,118,140226
94320,3,100,130061
94321,12,113,155384
94322,10,96,111562
94323,2,96,131465
94324,5,98,112490
94325,14,88,90089
94326,3,97,133364
94327,23,95,132418
94328,39,97,127026
94329,5,94,156234
94330,0,114,128361
94331,0,93,121334
94332,9,76,96817
94333,4,85,78952
94334,9,92,140934
94335,17,90,134132
94336,0,96,123945
94337,4,118,156907
94338,9,102,147144
94339,26,116,135576
94340,0,104,126703
94341,3,105,166687
94342,20,95,109211
94343,11,120,164535
94344,0,86,119079
94345,25,94,118472
94346,4,88,152402
94347,13,101,131160
94348,11,93,110734
94349,5,116,159558
94350,5,86,90480
94351,15,113,125865
94352,2,110,150446
94353,11,97,131625
94354,4,111,155844
94355,5,111,141003
94356,5,105,154054
94357,5,83,92889
94358,16,104,168105
94359,0,102,148116
94360,9,105,127077
94361,1,99,128339
94362,0,112,118843
94363,18,108,136396
94364,15,102,138705
94365,2,97,121117
94366,2,96,130106
94367,5,114,135653
94368,0,121,147951
94369,2,81,90544
94370,9,87,107538
94371,6,86,107874
94372,3,101,139866
94373,4,130,171177
94374,7,110,138158
94375,3,96,104803
94376,1,101,123796
94377,14,119,145655
94378,17,127,169526
94379,1,98,129667
94380,9,101,116682
94381,4,92,119956
94382,49,82,99744
94383,21,101,132436
94384,4,99,110774
94385,5,101,146802
94386,16,105,124985
94387,1,114,137731
94388,17,89,121926
94389,31,86,101430
94390,7,106,121953
94391,4,108,132564
94392,6,92,114268
94393,3,105,139039
94394,19,83,112634
94395,0,115,138535
94396,5,113,140505
94397,12,101,109215
94398,1,99,113498
94399,15,102,133500
94400,0,95,127943
94401,52,108,164390
94402,22,99,133762
94403,5,102,124969
94404,5,106,123353
94405,2,100,129576
94406,22,109,130665
94407,2,96,133709
94408,3,120,150686
94409,4,117,117558
94410,4,100,120886
94411,10,94,92535
94412,18,119,127915
94413,4,102,141238
94414,1,114,139509
94415,2,86,106881
94416,6,103,128745
94417,12,82,115902
94418,7,102,125005
94419,5,91,123338
94420,24,95,133849
94421,16,119,158401
94422,2,109,136408
94423,0,105,127494
94424,17,108,148299
94425,20,108,121761
94426,6,120,173306
94427,0,92,132136
94428,1,124,174382
94429,10,105,147490
94430,0,91,139237
94431,17,111,123690
94432,20,106,106747
94433,22,96,93327
94434,9,79,112049
94435,30,97,123103
94436,2,116,139718
94437,20,108,147806
94438,19,85,91948
94439,15,94,108518
94440,5,103,127772
94441,16,112,153790
94442,9,97,125182
94443,19,93,101788
94444,8,116,160940
94445,23,107,142896
94446,10,110,130920
94447,5,109,163741
94448,11,104,136466
94449,14,100,128946
94450,16,113,144041
94451,4,104,147100
94452,8,105,133085
94453,23,100,113932
94454,7,101,116067
94455,0,102,138986
94456,2,100,174355
94457,12,104,148001
94458,4,111,125879
94459,30,94,133469
94460,4,115,163659
94461,4,114,128965
94462,9,121,151800
94463,1,114,155991
94464,15,113,141664
94465,12,89,126140
94466,12,98,120722
94467,5,124,168435
94468,8,115,157604
94469,0,99,113354
94470,2,107,144331
94471,9,94,118571
94472,9,85,112615
94473,4,121,170876
94474,15,119,146998
94475,4,121,149851
94476,15,129,151110
94477,4,95,110459
94478,3,97,115047
94479,18,106,135715
94480,20,100,116820
94481,0,118,176688
94482,23,86,103779
94483,3,95,133305
94484,3,117,165681
94485,2,92,115816
94486,3,104,145509
94487,16,98,111815
94488,11,89,111758
94489,6,90,91264
94490,0,92,122937
94491,1,95,147917
94492,5,97,131519
94493,3,108,120632
94494,5,96,113513
94495,0,112,142348
94496,16,113,148690
94497,4,111,117642
94498,25,111,146219
94499,33,106,144264
94500,1,100,99217
94501,2,93,125647
94502,12,100,140705
94503,1,104,117589
94504,29,99,102036
94505,5,115,142416
94506,0,84,102860
94507,12,95,112531
94508,16,105,143742
94509,15,92,115777
94510,4,97,122781
94511,5,110,136999
94512,1,127,152140
94513,0,98,122292
94514,1,88,109277
94515,7,105,149302
94516,3,102,151843
94517,0,130,150615
94518,30,99,126869
94519,1,106,147792
94520,8,104,110054
94521,14,108,162485
94522,2,107,137464
94523,32,103,137604
94524,1,112,141735
94525,5,108,147388
94526,16,118,170698
94527,7,104,136543
94528,5,111,181596
94529,2,111,154121
94530,11,99,140017
94531,8,102,127513
94532,9,106,136569
94533,53,91,139700
94534,12,108,147399
94535,0,91,114493
94536,3,114,129443
94537,10,120,151657
94538,6,111,160578
94539,11,102,155709
94540,12,93,129062
94541,18,93,98718
94542,3,108,130395
94543,2,114,133100
94544,13,108,143064
94545,6,103,139863
94546,11,109,132105
94547,3,88,120609
94548,0,108,125516
94549,12,82,87386
94550,4,104,132106
94551,22,111,145031
94552,0,102,144508
94553,4,110,122306
94554,0,116,176118
94555,10,102,140705
94556,0,87,128721
94557,15,104,114714
94558,32,83,109187
94559,2,115,166327
94560,4,130,169055
94561,27,111,196585
94562,17,102,180431
94563,13,103,112564
94564,5,110,154135
94565,25,110,133620
94566,6,95,110754
94567,19,118,156425
94568,9,87,96356
94569,21,100,129592
94570,0,119,136754
94571,16,101,136109
94572,1,102,123378
94573,6,100,118373
94574,6,98,129516
94575,5,116,172297
94576,2,95,129852
94577,15,113,165744
94578,13,104,137251
94579,19,107,146363
94580,3,112,125486
94581,5,96,106144
94582,11,91,110163
94583,6,94,122322
94584,43,95,140725
94585,9,77,101877
94586,1,102,119693
94587,14,104,140386
94588,2,113,151074
94589,1,96,97811
94590,14,116,151348
94591,2,92,126665
94592,37,95,112328
94593,33,94,102498
94594,13,103,121572
94595,3,99,121395
94596,2,95,118222
94597,5,101,120370
94598,0,108,154885
94599,4,106,120968
94600,5,95,120454
94601,5,84,116304
94602,13,84,112282
94603,34,96,122010
94604,6,98,147000
94605,16,114,157634
94606,21,106,144010
94607,0,100,121586
94608,22,82,113162
94609,0,109,131015
94610,7,117,129609
94611,28,94,117988
94612,15,109,141104
94613,2,109,141389
94614,19,95,101030
94615,7,123,185180
94616,17,93,108905
94617,6,101,117545
94618,0,96,120552
94619,3,115,169736
94620,7,106,135330
94621,0,117,169244
94622,0,97,118446
94623,26,67,100446
94624,2,115,136071
94625,5,100,134901
94626,0,86,99968
94627,5,105,147066
94628,10,92,110396
94629,0,91,134625
94630,6,98,111939
94631,4,91,108176
94632,19,115,163045
94633,3,119,149405
94634,27,104,126449
94635,3,99,112216
94636,5,96,120448
94637,6,113,150771
94638,12,110,143702
94639,0,89,108830
94640,9,115,129353
94641,3,106,122772
94642,0,111,142760
94643,18,114,133760
94644,4,108,126766
94645,0,96,106513
94646,2,111,200944
94647,1,89,114995
94648,20,94,134705
94649,10,121,146603
94650,14,110,138342
94651,4,105,147579
94652,0,95,129917
94653,15,93,124860
94654,0,115,139947
94655,2,88,109027
94656,8,100,147805
94657,21,99,143059
94658,2,101,130000
94659,6,83,103601
94660,10,84,109970
94661,5,102,108275
94662,0,101,107016
94663,6,109,125075
94664,1,104,134440
94665,10,117,138931
94666,5,116,157618
94667,1,102,132901
94668,0,120,155264
94669,1,114,167236
94670,1,102,128979
94671,6,89,130476
94672,23,122,162979
94673,19,112,166678
94674,1,114,114838
94675,18,110,158868
94676,5,105,114968
94677,10,83,117363
94678,0,98,135993
94679,10,104,134234
94680,36,92,132201
94681,4,108,133635
94682,2,105,114845
94683,6,110,136811
94684,6,94,112069
94685,9,106,128356
94686,10,96,121153
94687,14,102,149448
94688,0,104,128025
94689,4,90,151977
94690,29,96,119652
94691,1,89,123265
94692,5,105,120759
94693,2,98,122875
94694,1,120,121199
94695,10,93,106116
94696,16,98,125545
94697,27,93,121218
94698,1,104,129701
94699,10,102,142645
94700,29,122,144463
94701,3,125,161412
94702,1,107,174199
94703,12,105,118882
94704,32,93,148267
94705,5,85,107537
94706,0,116,146243
94707,4,91,119132
94708,5,89,114427
94709,7,112,139933
94710,0,99,122868
94711,2,100,131357
94712,0,108,163897
94713,2,99,126133
94714,14,116,126402
94715,10,111,153712
94716,5,112,139321
94717,12,86,92236
94718,3,120,171758
94719,9,110,123836
94720,0,112,134890
94721,26,86,104892
94722,2,123,136565
94723,4,91,124586
94724,2,113,147450
94725,12,103,123435
94726,2,106,137038
94727,4,93,134161
94728,3,107,134385
94729,34,94,122339
94730,3,107,126511
94731,44,117,161451
94732,38,85,102179
94733,9,113,174031
94734,11,119,147441
94735,20,105,143928
94736,5,106,131304
94737,6,95,112897
94738,3,76,100883
94739,5,116,148206
94740,5,95,114575
94741,4,95,122974
94742,10,92,115631
94743,7,84,97452
94744,32,97,124082
94745,6,88,97212
94746,9,97,112206
94747,12,106,139284
94748,7,97,129687
94749,2,104,136939
94750,6,95,102634
94751,2,115,139582
94752,2,101,114376
94753,3,96,135969
94754,16,94,104637
94755,20,97,106664
94756,10,101,142991
94757,1,90,123470
94758,8,110,170008
94759,1,99,171105
94760,4,109,156292
94761,12,96,111188
94762,3,99,132059
94763,0,101,120247
94764,15,98,130590
94765,8,102,104209
94766,15,94,89998
94767,11,96,109693
94768,12,92,142194
94769,2,92,153610
94770,14,100,139056
94771,4,87,147649
94772,3,68,105818
94773,53,95,110929
94774,0,105,136362
94775,2,109,135887
94776,2,103,126188
94777,14,103,133240
94778,10,114,165939
94779,7,98,121316
94780,19,98,137149
94781,5,105,130222
94782,22,116,124838
94783,7,110,138906
94784,20,86,102318
94785,1,107,110681
94786,2,121,158384
94787,17,99,111821
94788,0,93,120075
94789,9,91,118738
94790,5,106,111432
94791,8,83,103109
94792,3,111,157572
94793,5,103,115893
94794,1,98,116459
94795,32,97,114091
94796,4,91,139718
94797,8,119,127581
94798,6,91,122424
94799,13,93,102058
94800,2,101,145377
94801,30,102,117951
94802,5,119,146447
94803,0,90,119213
94804,20,118,144448
94805,7,104,120245
94806,4,101,129379
94807,29,115,164821
94808,0,112,138254
94809,3,97,131581
94810,20,101,100864
94811,4,98,116539
94812,1,118,169721
94813,16,97,102867
94814,2,111,144669
94815,5,77,115451
94816,8,106,148233
94817,2,97,100854
94818,29,95,131952
94819,12,96,114535
94820,23,101,108792
94821,5,104,123740
94822,12,103,110549
94823,18,97,140756
94824,3,92,116324
94825,3,104,124858
94826,0,89,120569
94827,30,101,124088
94828,1,85,108006
94829,7,101,113218
94830,20,112,154400
94831,2,102,124623
94832,3,107,122130
94833,1,108,126862
94834,5,107,129958
94835,0,86,113013
94836,6,104,122393
94837,2,113,145902
94838,8,100,138497
94839,8,108,134248
94840,10,100,132772
94841,8,100,162386
94842,8,108,144467
94843,10,95,125902
94844,3,98,109079
94845,0,114,144361
94846,6,100,161905
94847,1,109,128232
94848,8,103,118402
94849,5,103,122598
94850,10,95,124063
94851,0,102,143520
94852,6,93,108040
94853,16,101,140569
94854,1,103,115128
94855,1,102,136241
94856,31,114,153923
94857,10,95,112295
94858,1,109,137617
94859,4,99,97681
94860,1,91,107717
94861,7,115,148927
94862,39,105,146750
94863,1,95,126634
94864,1,99,102651
94865,0,110,138333
94866,3,125,184831
94867,6,119,167278
94868,2,101,150728
94869,11,103,132218
94870,3,85,127123
94871,8,95,104422
94872,14,97,122272
94873,1,108,145474
94874,2,91,107629
94875,11,114,158934
94876,24,103,129954
94877,0,105,112883
94878,6,94,113312
94879,16,97,103158
94880,34,99,108797
94881,11,105,148211
94882,6,99,134406
94883,7,86,134867
94884,35,104,121360
94885,9,91,120271
94886,16,112,136372
94887,0,113,128794
94888,5,100,126989
94889,16,90,116564
94890,3,100,124772
94891,2,93,100406
94892,15,90,126336
94893,3,99,123475
94894,2,96,143975
94895,3,103,137262
94896,1,116,186480
94897,2,123,156894
94898,1,99,112087
94899,10,103,134855
94900,10,117,184967
94901,18,93,108239
94902,4,122,138176
94903,11,100,114788
94904,4,94,127931
94905,7,90,124076
94906,19,98,128351
94907,2,114,132584
94908,7,91,107609
94909,6,95,122292
94910,4,108,213527
94911,16,97,108415
94912,27,103,117112
94913,0,120,160603
94914,4,114,157219
94915,1,111,156812
94916,11,97,117432
94917,17,107,125247
94918,17,92,120042
94919,39,84,126265
94920,0,105,160472
94921,3,92,105062
94922,2,101,107435
94923,17,83,107864
94924,4,101,127662
94925,34,112,169781
94926,17,93,123213
94927,0,106,136994
94928,6,93,123079
94929,6,107,129484
94930,2,72,103245
94931,3,82,92794
94932,7,94,110735
94933,7,102,129360
94934,22,114,194880
94935,5,91,95246
94936,14,79,107268
94937,7,114,143575
94938,2,96,120261
94939,4,92,126940
94940,0,99,134169
94941,4,106,134689
94942,16,90,116008
94943,29,106,139033
94944,4,100,129724
94945,0,91,120950
94946,7,90,127232
94947,0,123,134461
94948,4,96,113752
94949,0,95,128222
94950,0,96,146989
94951,18,121,143290
94952,2,121,163472
94953,3,93,107000
94954,0,103,154555
94955,1,101,144567
94956,5,102,148352
94957,7,98,135032
94958,6,124,144559
94959,0,124,157061
94960,6,88,106998
94961,5,110,134927
94962,1,109,134785
94963,20,103,132019
94964,0,102,124454
94965,3,83,103509
94966,1,85,100996
94967,19,118,165968
94968,7,91,116841
94969,6,100,125713
94970,26,89,114624
94971,24,91,123047
94972,0,110,146600
94973,1,106,137210
94974,6,93,116627
94975,17,82,113558
94976,8,110,184900
94977,1,98,113095
94978,0,112,130769
94979,11,106,152023
94980,10,110,133743
94981,0,92,117971
94982,1,95,120826
94983,29,95,116618
94984,3,102,120364
94985,0,109,132650
94986,2,90,124974
94987,14,106,110865
94988,13,91,119123
94989,2,128,165213
94990,4,117,161923
94991,2,105,126372
94992,9,94,115380
94993,0,95,132521
94994,3,98,142712
94995,1,96,121692
94996,6,99,148385
94997,63,100,133799
94998,15,100,106109
94999,31,93,96182
95000,11,109,140324
95001,1,99,141303
95002,4,115,145324
95003,0,102,134970
95004,4,99,97678
95005,3,125,190334
95006,2,103,187828
95007,9,98,108449
95008,11,96,131190
95009,8,101,133385
95010,8,109,134448
95011,5,91,152828
95012,0,87,103934
95013,4,113,146776
95014,5,102,119995
95015,3,121,165681
95016,10,98,115215
95017,13,102,128679
95018,6,95,130199
95019,0,92,123324
95020,24,108,116172
95021,3,104,134443
95022,0,98,114820
95023,1,104,151372
95024,0,103,125264
95025,1,87,107612
95026,5,99,144700
95027,8,108,114106
95028,2,130,211152
95029,7,128,143768
95030,0,106,124598
95031,13,114,139713
95032,5,104,125282
95033,12,115,151883
95034,0,106,131589
95035,2,98,129335
95036,3,99,142552
95037,0,104,147376
95038,11,102,130632
95039,2,98,128759
95040,4,100,117176
95041,1,106,123261
95042,19,96,149118
95043,7,100,104278
95044,5,117,137605
95045,1,115,145917
95046,7,97,111322
95047,39,97,127446
95048,1,119,132892
95049,0,111,159206
95050,2,105,143565
95051,6,105,134188
95052,30,81,93254
95053,2,101,107102
95054,0,90,113830
95055,2,108,132872
95056,0,115,147006
95057,7,95,104382
95058,12,98,113901
95059,2,104,189202
95060,3,95,98409
95061,7,120,148042
95062,12,103,128824
95063,34,101,111865
95064,7,105,131412
95065,0,122,142277
95066,8,113,160338
95067,4,108,139995
95068,9,118,148595
95069,28,77,102099
95070,7,104,137115
95071,16,106,122658
95072,17,103,134240
95073,0,96,139969
95074,3,94,163678
95075,19,109,168848
95076,4,105,142463
95077,6,121,148531
95078,31,100,132370
95079,6,103,127039
95080,8,79,95482
95081,2,96,104358
95082,2,98,134626
95083,4,99,133001
95084,13,108,145090
95085,8,108,135883
95086,15,85,108539
95087,25,97,126539
95088,6,97,117691
95089,7,96,131654
95090,1,97,105649
95091,1,112,161818
95092,5,109,117822
95093,5,95,110793
95094,21,108,156812
95095,0,100,111963
95096,9,100,140667
95097,4,97,139988
95098,2,101,112298
95099,4,104,149214
95100,8,106,141453
95101,24,117,160343
95102,4,92,120538
95103,2,103,134898
95104,12,96,124419
95105,0,113,134027
95106,7,102,125980
95107,7,111,131314
95108,2,100,110310
95109,1,112,130158
95110,52,111,190304
95111,23,113,131259
95112,8,116,126815
95113,0,100,104596
95114,23,107,125268
95115,3,108,132146
95116,1,116,144659
95117,2,95,117996
95118,7,102,115223
95119,0,101,119311
95120,6,124,188874
95121,1,114,150406
95122,7,95,108900
95123,3,93,126643
95124,4,100,107433
95125,1,101,128764
95126,1,105,114643
95127,1,109,129967
95128,2,94,118871
95129,26,97,135216
95130,0,102,104595
95131,1,100,128914
95132,24,104,144254
95133,13,87,121188
95134,8,103,143669
95135,19,100,118296
95136,5,106,152051
95137,5,91,113964
95138,26,92,138513
95139,1,100,124689
95140,0,104,115014
95141,0,107,143806
95142,12,99,136762
95143,12,105,143179
95144,0,107,114938
95145,18,88,97741
95146,4,107,134714
95147,13,103,139873
95148,5,99,146865
95149,13,106,107726
95150,6,104,136777
95151,4,106,130503
95152,7,100,135728
95153,3,105,148542
95154,4,101,145505
95155,4,88,101860
95156,34,98,118181
95157,8,96,130281
95158,0,107,124339
95159,0,109,142568
95160,11,102,105933
95161,3,95,125012
95162,0,103,130255
95163,9,122,136115
95164,21,127,134827
95165,0,116,131296
95166,7,99,120132
95167,7,97,114408
95168,5,89,98354
95169,12,82,103788
95170,16,107,127955
95171,44,97,107387
95172,7,83,99766
95173,38,89,98508
95174,11,103,138106
95175,6,113,134470
95176,8,103,142907
95177,18,101,126028
95178,7,102,123352
95179,6,90,123438
95180,13,104,139014
95181,8,101,116726
95182,10,125,155430
95183,2,91,121826
95184,0,105,148689
95185,25,94,114097
95186,14,110,141736
95187,32,91,113345
95188,7,107,133061
95189,26,84,103657
95190,2,105,143094
95191,1,98,112840
95192,2,108,132630
95193,2,97,107433
95194,25,107,128767
95195,13,86,117206
95196,1,117,143237
95197,1,109,160818
95198,15,116,163243
95199,3,92,124237
95200,9,99,109589
95201,7,92,120713
95202,20,102,129475
95203,8,108,134954
95204,4,104,166687
95205,18,111,124563
95206,1,119,143075
95207,12,96,123621
95208,35,89,99594
95209,6,111,146354
95210,50,103,134692
95211,29,105,137968
95212,13,87,104928
95213,0,100,143851
95214,4,108,136531
95215,1,92,100752
95216,13,112,151260
95217,9,105,123656
95218,1,113,139543
95219,15,95,125702
95220,13,99,110952
95221,17,102,110833
95222,3,103,152468
95223,8,119,143904
95224,0,100,144523
95225,3,103,126599
95226,8,87,119317
95227,3,105,135994
95228,7,98,133432
95229,3,83,99435
95230,14,107,144131
95231,2,98,127737
95232,35,110,123058
95233,7,104,119374
95234,11,88,115885
95235,1,102,130235
95236,12,91,110224
95237,6,94,119271
95238,4,86,116870
95239,7,100,109609
95240,18,78,94216
95241,6,110,124506
95242,27,115,134915
95243,2,104,131097
95244,6,96,132355
95245,0,83,112016
95246,43,103,128906
95247,0,124,183229
95248,13,101,118440
95249,1,99,129446
95250,6,110,149036
95251,5,106,120765
95252,13,99,131609
95253,2,109,128923
95254,3,106,124390
95255,4,106,125039
95256,7,93,123544
95257,12,107,135267
95258,8,96,119381
95259,3,98,152563
95260,0,107,113783
95261,1,93,114769
95262,13,100,123784
